x,y,color
509.993622,219.7959113,3
233.5864313,145.6638354,1
260.8496822,145.2576367,1
354.7639494,349.8263781,2
112.1695433,189.4871149,0
521.4806555,128.6931117,3
318.6395666,98.87109604,1
232.8089882,103.5207054,1
119.7945786,146.029438,0
507,93,3
377.1379711,264.3486551,2
118.620315,250.4451546,0
199.9248631,143.7754227,1
377.7225609,354.1407346,2
371.7668265,390.9731936,2
392.5757245,375.7266696,2
371.0762632,421.6221272,2
512.6676548,343.7380609,3
355.5160157,428.1197162,2
271.6514439,27.80702322,1
252.9635025,103.8030819,1
60.3196862,291.1457909,0
90.92036601,175.5953645,0
340.6450942,354.6135137,2
406.3068809,304.2633903,2
449.4063552,149.682383,3
58.28191135,194.083315,0
319.3925331,299.922054,2
269.5956925,55.02790041,1
108.6281174,121.511029,0
349.160754,289.2567992,2
355.326947,400.154826,2
69.74154652,123.6819686,0
494.3391672,163.1732194,3
125.4292385,304.731423,0
94.1277895,361.5361021,0
491.7860646,128.8703151,3
217.3557645,109.521053,1
271.2840461,76.63560949,1
266.3947979,236.6267748,1
269.4676237,162.3842707,1
295.8752411,84.55568781,1
79.53138013,216.4818668,0
249.2799807,75.87357373,1
388.8281474,439.887145,2
345.3679248,330.4611063,2
93.35482269,102.1916112,0
371.2181214,252.1277056,2
515.0276537,222.757852,3
260.4843609,118.3558541,1
228.6598872,53.99735732,1
235.7845789,61.70265942,1
351.3192962,452.41962,2
397.3472349,259.15385,2
257.5498926,117.9179049,1
357.595693,427.12183,2
394.2978271,432.4443141,2
379.2784184,232.0279015,2
108.5981231,146.9132064,0
379.3169813,372.0985489,2
402.3183336,389.5634229,2
405.3491086,353.1898368,2
362.0167063,341.1109304,2
101.8132234,230.3491334,0
93.61952152,182.7362114,0
266.0162598,122.0750979,1
98.46586329,280.9498372,0
326.371161,338.5558701,2
224.7608479,173.5651966,1
369.6924911,305.6791604,2
235.5040028,78.32635668,1
503.0560177,308.7987455,3
389.7857476,454.1258321,2
242.9828753,204.7670686,1
341.8945413,412.5392133,2
242.6488488,101.1094672,1
264.2588733,225.2614831,1
154.7461018,238.6537303,0
507.2557461,93.73664045,3
99.23582752,215.0102435,0
393.0789247,451.1004343,2
265.5417273,174.0018991,1
92.21977329,283.9459404,0
109.620943,136.2692138,0
398.8209972,417.9162585,2
99.26898098,320.6554588,0
493.5805434,278.0505753,3
466.6662,94.72975034,3
342.7487263,391.1191372,2
500.3571974,193.0793651,3
329.6012288,419.876751,2
361.5625815,265.7450383,2
66.97273709,282.0355005,0
108.789255,181.2220799,0
213.988043,186.9462167,1
112.5575557,161.4880169,0
230.6319353,196.893561,1
107.0908597,180.7898964,0
316.7903543,322.491551,2
61.14636601,154.9249462,0
393.08893,358.9724446,2
128.5962577,229.3825882,0
363.2071147,275.8604883,2
220.5633421,165.3225966,1
96,44,0
156.4052178,214.7070983,0
237.1180423,149.5647816,1
271.4442146,211.0137545,1
476.9372137,189.9698306,3
221.8528391,78.42414069,1
126.6108435,180.9953137,0
371.4808151,281.8321936,2
247.4515657,119.7805506,1
211.7980333,77.49887472,1
278.1778502,88.59350816,1
114.4200828,268.850662,0
69.82514993,278.039844,0
349.8477478,331.4491865,2
345.1266884,247.7905201,2
94.03659748,107.6587609,0
119.8962755,330.2157167,0
111.9872062,193.6838332,0
75.15085141,165.5839845,0
347.5252926,486.2932845,2
285.9812197,111.3920223,1
76.50980858,297.0776498,0
329.9741296,377.0607856,2
479.5439142,287.7409739,3
88.15479868,105.5448926,0
297.2745828,89.40536629,1
343.6329042,421.4291821,2
379.7441166,351.3339426,2
264.6038424,42.03251231,1
250.4484182,178.3292415,1
226.8870859,82.25604865,1
238.9305908,159.719623,1
100.8490866,301.2097712,0
289.5013224,82.9103532,1
513.740772,99.54781076,3
360.1050535,270.8618624,2
87.91696976,297.750526,0
342.957089,406.7871525,2
273.2112011,66.47046688,1
495.8764178,88.44186492,3
109.8713779,216.6698815,0
123.4670886,134.8586257,0
385.1215718,320.8335531,2
104.2513551,74.20274499,0
230.6638658,182.5784815,1
138.8279254,240.3791209,0
120.4277339,280.0787865,0
365.6745849,380.7696793,2
350.5480367,406.9776738,2
127.8874235,204.1470291,0
235.495869,140.013603,1
237.2193422,258.2412124,1
134.542629,137.0859863,0
332.9846285,373.1016259,2
100.3544753,239.5557717,0
269.361974,111.8765398,1
51.44874298,212.7086061,0
107.6630751,236.2428994,0
262.1557606,107.3604776,1
107.9930683,316.5789678,0
90.03296327,260.03452,0
500.0929116,192.9654845,3
138.9524213,223.9970592,0
218.3454749,132.5318781,1
261.1278364,18.74319821,1
120.2445862,181.6909336,0
254.1441109,171.4082927,1
120.90871,286.1832706,0
378.4955605,294.2532213,2
475.8097793,293.3917713,3
130.7737025,193.6819203,0
82.28796722,248.4172095,0
401.3637226,353.7834398,2
113.6609101,323.4487553,0
81.54384819,114.1576826,0
91.240322,228.3596114,0
300.5360946,172.3918199,1
237.2414279,150.7681738,1
467.2087597,96.6485814,3
544.3428165,117.9064202,3
266.4466909,153.6023767,1
243.8798124,169.6010737,1
376.3513216,419.0041246,2
351.3099066,396.0112527,2
75.70569541,270.3277822,0
497.8337849,173.9142122,3
219.5789923,112.5996541,1
82.13236956,210.1136132,0
244.0757422,98.2125493,1
335.9102954,273.9576913,2
267.3315169,209.5926959,1
104.1110951,187.9104901,0
359.7887665,225.9448211,2
94.92118634,158.9472517,0
390.7138675,248.8966494,2
512.1500492,174.3584855,3
243.4171952,168.2279372,1
218.6290421,126.6365929,1
243.8311417,108.7400059,1
232.9831493,92.37506148,1
401.0689376,357.52069,2
282.4914039,176.6676875,1
68.45919267,228.928431,0
129.8519296,198.3420384,0
353.2054182,297.987019,2
198.6423044,99.38122998,1
377.189773,430.5527364,2
492.1326676,294.0475974,3
127.7249416,162.2216546,0
363.1864726,309.1921158,2
97.76978109,316.1255541,0
271.1554275,139.1126661,1
362.4419651,313.402331,2
231.9194243,135.1529519,1
247.3744073,109.4645022,1
244.4156601,173.2627995,1
371.4891036,511.801823,2
127.5632401,298.2625946,0
493.4282801,335.3972078,3
124.5141019,178.0561697,0
508.0386961,163.3085313,3
94.11299633,319.2925007,0
262.9562723,141.3991453,1
294.7514989,160.4291541,1
249.4632815,113.2678657,1
103.266427,243.8214173,0
219.1132133,110.4056698,1
90.00334786,204.677841,0
370.7529674,377.8954069,2
244.6600281,118.7992697,1
88.26569124,167.6770771,0
517.9905607,289.7472182,3
240.5919527,115.8534109,1
248.4052025,272.6659468,1
233.1456151,68.80019404,1
65.18303724,230.8592799,0
541.9715264,211.9309592,3
73.70913944,224.4045439,0
239.4479681,271.1904975,1
352.7927292,460.6800922,2
100.7403572,56.53868558,0
244.3888469,205.4385854,1
501.7711419,125.0177201,3
288.1481094,182.0967505,1
126.3682815,187.2903081,0
357.7102723,304.1544061,2
245,55,1
123.0763995,254.3307736,0
97.94778168,250.4103736,0
387.6887884,199.0825003,2
271.9342114,210.9027976,1
127.8137736,310.3472261,0
104.7534997,171.3123837,0
241.4548263,54.87672747,1
64.07410563,159.0224271,0
518.1989189,172.6295458,3
479.3177223,343.6201537,3
479.7898489,208.8092665,3
508.371156,374.2761433,3
103.9636053,360.052403,0
247.9570307,215.0590603,1
99.76071927,145.6053073,0
338.6299435,297.3470297,2
89.98848902,111.2755007,0
98.01205453,179.8740601,0
352.9736571,241.0323847,2
257.6886321,263.4068902,1
249.2498899,160.4025022,1
396.0841067,279.3310948,2
87.69750973,257.1279302,0
252.9440969,60.04333236,1
363.5183141,271.5631006,2
113,103,0
367.0901039,306.8654538,2
94.36742953,261.0165043,0
110.1260239,353.0782627,0
281.0584769,168.5020405,1
397.6746716,406.2019467,2
383.7113147,253.0638569,2
94.07753844,156.8454654,0
225.2790692,237.3819811,1
375.3779595,267.5075315,2
254.7691037,204.428356,1
368.7878791,286.179184,2
538.3061788,192.3970936,3
335.0033288,396.3348858,2
258.7364572,89.13851802,1
125.0814401,289.554097,0
378.3640766,298.0544385,2
101.2781254,295.7555136,0
246.0077689,30.52023355,1
388.7956652,220.9065267,2
357.2367727,273.5884689,2
139.7132016,256.7782866,0
341.6731979,378.9021716,2
122.8248582,112.5623744,0
543.7513962,264.8608418,3
517.8567237,267.0621087,3
506.093097,280.6543025,3
279.2611936,111.6909877,1
371.0168399,502.169748,2
80.03511693,318.3521431,0
508.7449814,100.2373827,3
98.94618257,230.9277974,0
259.7252559,28.3103995,1
92.62719249,182.6067283,0
57.70080318,227.1084401,0
64.39228136,264.1716333,0
265.1225187,167.1496893,1
495.7045225,344.7332459,3
194.6307419,136.2030026,1
115.0969807,146.3558999,0
274.0421309,212.1115217,1
380.955874,374.4103757,2
238.0598535,82.90833234,1
133.1693853,249.0507158,0
376.6713926,268.4386342,2
144.7404941,227.4246119,0
271.8297445,94.67510694,1
102.153824,150.8953978,0
547.5578022,170.2141135,3
238.0319439,204.1191389,1
327.8112496,377.8653535,2
500.1773932,218.2205576,3
83.4224019,340.5630763,0
544.321156,185.0457022,3
393.3109609,397.8383142,2
98.2678096,212.8355922,0
397.4838932,410.2631587,2
124.6682362,208.8394685,0
541.0565375,165.3949542,3
267.6548467,41.6855258,1
264.611208,124.2500517,1
232.5871474,141.8431013,1
242.987923,125.9171209,1
100.2220672,99.26346875,0
122.2313417,153.1656457,0
392.3943819,328.9541712,2
262.2343255,153.5299332,1
104.2417789,186.2779638,0
227.1660842,78.83826771,1
510.7874844,151.4550105,3
357.5960735,436.5853713,2
339.587476,471.3394373,2
269.0742442,160.3331491,1
82.94767726,227.8939353,0
238.5050676,93.07421906,1
103.9500842,299.2435602,0
362.1432406,288.9001216,2
524.6709356,154.4828798,3
360.9608973,383.3825585,2
97.91946644,284.3535277,0
129.6886703,238.4393945,0
96.226105,104.3254706,0
83.43667009,277.3651951,0
376.6037393,422.483589,2
366.1379731,407.6673614,2
96.42464151,296.4133515,0
58.08762836,275.2618607,0
539.8632638,264.2048906,3
467.0145757,269.8098947,3
220.5046233,146.8592455,1
256.1610072,72.79478735,1
99.74566284,236.8539944,0
263.1325831,67.56128718,1
386.5783701,413.6522411,2
109.0345875,286.1011844,0
260.3499961,41.9529605,1
123.2400372,199.026276,0
122.4668393,233.7049519,0
332.4135269,420.2656373,2
280.2418207,94.4517733,1
491.0203422,128.4640028,3
113.3671165,154.9438401,0
531.3199381,84.45054385,3
238.6109065,250.5688653,1
218.9961197,236.8337708,1
58.16050907,150.0112437,0
124.497099,141.1465903,0
495.0284344,259.2441037,3
89.69943458,183.678632,0
516.2349753,130.8647135,3
471.3868011,297.0172442,3
278.5444086,212.665906,1
265.261734,108.1898518,1
260.1454314,240.2222738,1
121.9323755,216.698383,0
279.3353649,85.43006271,1
71.36359734,165.1318182,0
100.5376548,151.6537634,0
342.1398901,379.7902622,2
267.6083242,115.137878,1
273.7035903,107.8547487,1
222.7933911,134.8347919,1
104.6454574,87.937608,0
127.069396,172.2116969,0
59.67574323,186.8807989,0
511.2644847,132.2978673,3
275.9226625,98.14601827,1
212.8979287,63.13609414,1
541.3496523,122.6771449,3
59.09643471,228.128305,0
375.0464713,430.4237548,2
516.6436915,89.03899226,3
270.587022,123.060131,1
355.3068517,427.1210842,2
382.5813006,261.2707466,2
104.2551863,156.2397256,0
84.80465197,179.014843,0
109.8930525,285.3240482,0
266.6998498,151.038754,1
365.2008904,463.4277931,2
282.5398394,82.02696242,1
385.3019783,366.3355582,2
70.19427795,149.7245195,0
360.1162862,415.193769,2
357.7006175,224.4814872,2
278.6047941,205.1455107,1
528.5929314,276.5304164,3
362.9860745,139.4954869,2
487.1484559,344.3107378,3
351.1075309,318.3611806,2
489.4013644,85.18905161,3
522.0195551,181.665453,3
132.4174728,240.5054832,0
99.85941732,160.23818,0
371.011639,276.6423923,2
489.0178027,220.3202309,3
91.81290391,100.0137897,0
69.07373838,171.8152899,0
279.4101813,89.92562656,1
349.9722103,401.5362674,2
37.59594937,211.8760787,0
79.53886016,262.054448,0
411.4033652,322.9708413,2
233.9672282,201.4898046,1
238.7292852,52.12121529,1
265.4645691,186.8349827,1
103.5042398,282.9385106,0
519.3982005,125.6775832,3
267.6565426,209.0755016,1
115.1426069,187.3300419,0
273.2791419,213.5846113,1
370.4109476,525.4583106,2
87.25841081,330.0358344,0
397.6131723,343.1359273,2
518.8692119,337.6589697,3
367.6975126,310.5078314,2
357.4260831,426.5887993,2
365.2625469,349.5573419,2
83.45252387,308.259945,0
488.8306004,165.9433806,3
286.5932443,112.9187409,1
276.0006417,91.08508358,1
59.30313613,274.7760592,0
494.4775966,303.714815,3
131.6640189,250.6919589,0
384.4750625,463.3399424,2
540.490662,261.0647109,3
395.3022288,311.3738079,2
479.7164633,266.3709215,3
64.95649389,179.0509091,0
66.89828449,208.2122236,0
497.5254914,298.4105484,3
416.4340744,301.4677646,2
415.3375481,320.6604719,2
397.4108353,278.0323519,2
280.3998272,166.7476123,1
352.8272109,461.0605871,2
89.78391306,161.7936638,0
120.0245803,236.7848096,0
495.6296411,225.5779811,3
467.2125423,217.1776612,3
150.1526655,222.7864754,0
374.1749961,419.1541857,2
340.8166132,420.9473998,2
145.8390978,191.8507114,0
400.5284905,243.3940739,2
105.8359703,305.3541503,0
249.7770141,288.1893051,1
337.3203854,287.3644318,2
96.65863554,97.80921773,0
92.87473668,253.30559,0
101.5785947,298.4204722,0
356.7344866,325.321508,2
97.16287722,205.8939328,0
251.2097598,177.8374675,1
488.5801955,110.846485,3
59.84566807,195.3007293,0
91.83633351,206.2960534,0
354.517651,385.1338699,2
125.4073045,200.032347,0
144.5643907,197.6961119,0
101.2612347,353.8910383,0
378.9782402,296.3616669,2
151.9812099,223.6513583,0
305.1164813,114.6845017,1
134.2847165,192.7701714,0
131.5609598,186.5939407,0
53.60275882,253.4407252,0
488.4780915,143.6868614,3
130.0749938,122.7648242,0
355.5191403,314.2825234,2
269.1963332,195.7685575,1
240.6655248,156.010747,1
492.8235376,290.0727369,3
383.2617537,356.6120598,2
86.73115934,221.6649098,0
142.430173,196.5445543,0
373.7868105,280.7751112,2
264.3125777,108.9507461,1
385.2176408,226.6719434,2
109.7033556,192.5417956,0
225.5649875,109.0792762,1
78.85125963,331.0254483,0
119.2642742,263.4766222,0
235.1526077,126.4006449,1
507.1222804,270.2832022,3
340.3288104,334.6722787,2
150.6821661,148.8740774,0
66.65483722,177.043988,0
94.45722856,99.51736286,0
97.4202116,366.4007679,0
90.57577019,153.861341,0
99.61798743,252.848665,0
259.6096419,127.5178321,1
340.7280168,398.9393612,2
252.9600936,182.6728029,1
356.5880436,376.9183201,2
116.8003959,249.0695486,0
382.5007675,357.0589745,2
256.249389,30.87280965,1
375.96005,337.0747185,2
504.4317081,293.9184593,3
208.096089,71.61045633,1
286.5154175,164.7269252,1
370.1972962,304.0673403,2
140.1693786,203.8882513,0
412.6047267,284.1708828,2
279.4223233,207.13854,1
238.8551144,130.9416094,1
117.884875,278.7395839,0
281.0687446,118.5853877,1
255.9716951,35.62871129,1
226.9671258,216.7181682,1
140.9262804,213.229589,0
494.2294174,317.0750909,3
284.144704,184.7167844,1
123.0865094,285.1760945,0
152.809108,212.5047795,0
373.373455,279.6269746,2
228.0328139,165.4862691,1
401.162215,338.0465494,2
240.0517346,223.7780326,1
331.0999603,456.7298275,2
89.71643087,304.7650984,0
409.3630065,285.2548714,2
253.4387166,96.74862293,1
440.0481493,223.3808518,3
541.5399047,171.8673914,3
247.8196872,127.2179929,1
250.7114027,80.86061951,1
374.2320826,438.7989014,2
112.0531073,149.6346897,0
231.7530807,63.97129824,1
491.2712962,165.552334,3
80.56557257,321.6477517,0
98.05954599,166.9620339,0
278.1938105,168.9497013,1
130.6332547,183.8562822,0
259.4759796,168.3983186,1
123.0572295,203.1544886,0
70.51004585,158.9056437,0
358.5808767,372.2843249,2
105.4706857,205.0997366,0
102.3785552,319.6412776,0
146.1766339,142.4969661,0
371.6135073,275.1123924,2
91.57163463,105.3768619,0
111.4553198,343.5616777,0
107.2355308,131.2557541,0
365.1224419,249.7619182,2
372.1104471,394.3603561,2
102.6981752,140.3673845,0
351.1538621,421.3952351,2
88.12839522,195.0550297,0
79.61222189,232.3301003,0
499.752111,188.8842037,3
272.4359735,219.9520618,1
233.3042012,78.7890804,1
379.3263853,352.8511974,2
70.07097816,260.1636713,0
112.3233248,179.8050161,0
99.48837349,344.866484,0
248.3314672,88.46700781,1
298.6307071,57.90388832,1
114.0359955,346.7229293,0
509.6689826,338.0576386,3
65.38126106,150.5451508,0
283.7880493,138.9899594,1
140.6140655,299.6773106,0
479.3740718,191.2279993,3
79.70473048,117.2682942,0
94.14840684,164.4456191,0
239.8392594,155.7725494,1
504.8268075,133.0699934,3
70.35998937,182.1546471,0
349.2146592,343.6878277,2
324.9549232,299.6911981,2
109.3385184,177.9712351,0
106.6620117,166.639371,0
343.316588,322.4437919,2
286.3194408,183.9659136,1
281.190872,226.2183243,1
274.6691026,79.4901417,1
103.6437637,254.6239138,0
110.4637429,207.3168649,0
150.610237,198.1696291,0
106.161977,174.1292086,0
67.20105326,261.7494228,0
255.6533642,81.75302355,1
91.94007872,324.3536239,0
79.98715709,266.7088725,0
102.0031577,236.4152699,0
269.3336328,76.37790426,1
239.6536294,116.1958836,1
297.7830359,135.4865785,1
95.34091376,248.4070129,0
246.7747189,215.8025994,1
51.64724317,237.2782459,0
98.56940691,286.9294957,0
92.09127919,255.0180804,0
373.6055829,404.1921334,2
71.62727285,163.5541995,0
269.5395608,192.0987035,1
370.3164297,333.1410969,2
117.9608273,140.6399598,0
116.4612189,337.5178609,0
378.4881825,258.3314573,2
117.7981053,238.4759441,0
250.7117891,30.18517607,1
131.6880516,170.0077255,0
555.1302696,177.3374787,3
395.7352413,364.498359,2
58.60802011,164.1096512,0
92.19493384,340.4696188,0
106.6760536,228.1993594,0
374.4919521,251.3584457,2
386.2112533,350.5737095,2
344.8828327,356.4657411,2
119.0906476,316.383497,0
370.7258916,254.7140167,2
377.1677963,464.4724921,2
126.1318351,273.7439797,0
49.00933214,261.9597955,0
360.6210939,326.4311575,2
328.7310654,374.8869103,2
226.9612513,60.56567491,1
105.0763252,246.9118216,0
531.106753,129.8461238,3
514.5408952,201.5634034,3
102.7639489,140.0240433,0
109.8524191,222.7069164,0
374.5773881,431.082239,2
468.191804,228.3048057,3
461.7292369,147.6728742,3
504.0016554,254.3463235,3
258.3540352,120.6360085,1
341.4242724,374.2029069,2
324.1145427,342.6201102,2
58.84187242,227.8922521,0
109.4583103,91.17687387,0
76.2182671,116.1817884,0
247.5059228,182.5118049,1
66.89984717,175.1857874,0
124.8214594,207.3111351,0
84.72528022,285.3555512,0
115.5518177,253.5030009,0
213.1218669,202.4755969,1
97.51146509,165.0290954,0
210.9968685,109.8544161,1
510.3308153,324.6102886,3
279.7809104,92.53131871,1
325.1132201,377.7116396,2
228.5611267,148.3424767,1
112.1567435,334.7190756,0
364.0052008,441.7464223,2
207.7884431,92.73109302,1
395.0707196,266.8518299,2
249.1313222,112.1154158,1
109.1302376,227.2282403,0
340.4998326,412.997665,2
71.26767884,189.4049023,0
240.8309215,251.410713,1
270.441118,95.0808885,1
112.8979589,100.5270997,0
92.16614754,118.1245145,0
366.8386895,420.8672412,2
77.95113751,118.4288993,0
498.0648246,198.302685,3
301.617787,91.17528352,1
347.5335831,319.2131129,2
486,39,3
348.3442129,475.9429227,2
378.2261451,398.035918,2
492.632099,221.5389837,3
257.38939,268.1236174,1
105.0334961,136.3645703,0
385.0974841,381.1993315,2
329.2124133,417.2460111,2
418.0509714,317.2684319,2
142.5608958,193.4567075,0
54.05779398,251.312247,0
85.72336888,84.81281004,0
84.03362494,300.7540138,0
505.5234804,239.7759849,3
125.5843411,195.1427316,0
89.68363295,256.0349717,0
81.23260083,303.1677949,0
113.6007602,173.6617786,0
484.1787565,207.8464581,3
67.44622723,187.4932572,0
241.2025615,124.5107736,1
290.9484379,111.6123325,1
369.2692423,338.284185,2
103.3508178,329.6510934,0
280.5286613,146.0171613,1
95.30605058,237.309982,0
237.5431349,114.4653294,1
123.271909,266.1816392,0
88.62869749,279.6748394,0
549.3716556,213.5527171,3
293.8856874,86.77803403,1
70.38134031,137.332083,0
380.1026576,192.3349772,2
351.4398553,425.0076267,2
367.7347962,266.3102221,2
80.20296953,320.8817258,0
90.47555012,109.3081276,0
85.04171549,293.1254834,0
78.91650715,222.8535017,0
258.0716649,285.9866203,1
266.1320763,88.92255771,1
144.3567427,183.850568,0
138.8653486,227.508329,0
301.1048654,129.1970503,1
272.5505585,38.20652161,1
525.1057787,279.1100621,3
323.6740241,377.2868162,2
94.87477612,342.270915,0
228.8645089,59.188604,1
125.8379309,242.772703,0
91.20438024,154.687634,0
341.2047757,324.9516044,2
220.9673824,74.24741552,1
218.5884324,176.0950284,1
284.0230768,141.9903715,1
266.5633863,237.2311869,1
140.9255937,188.1961,0
115.0321776,193.1780574,0
293.9359985,179.2616488,1
490.9678593,210.9860923,3
339.514045,414.4256414,2
387.2307741,214.4541328,2
86.69230884,314.3567954,0
356.9122761,262.7845252,2
117.6228439,263.6597124,0
495.3302093,326.4971638,3
346.626747,349.0690848,2
494.8998583,217.1287224,3
98.54029462,307.3062825,0
60.71075291,184.7327661,0
389.3672434,470.0452212,2
98.25945092,156.4436681,0
285.1410457,99.85768129,1
104.7487359,367.5235288,0
97.44847091,195.7407425,0
365.5018305,425.2366288,2
102.875654,304.8078785,0
498.8054886,171.5237229,3
353.020962,463.4179361,2
243.0174904,60.24931488,1
100.7158814,282.5253365,0
382.6656649,440.9216369,2
69.70254181,199.3028353,0
73.02083468,278.1854417,0
283.9536104,133.0912479,1
334.1552973,379.4655637,2
493.2999061,189.0237475,3
258.5603614,261.5372392,1
337.2874933,401.5668849,2
88.09494114,191.5886137,0
62.63114943,242.9036345,0
123.2106672,126.1161351,0
335.4970825,319.6028833,2
483.403312,314.4262676,3
101,109,0
401.7157527,370.6419984,2
287.7632188,185.5104495,1
109.3755822,169.3197252,0
364.4449621,361.6004307,2
357.2403453,478.2691199,2
119.030894,319.3807983,0
331.840992,393.3846277,2
91.09976142,80.89083487,0
79.56532526,174.5704957,0
249.0500114,232.4251622,1
67.39048158,216.6275577,0
488.3831959,166.9201301,3
365.4312987,269.004192,2
253.3259188,177.5273509,1
108.047877,155.7141085,0
63.55931436,303.3537325,0
301.9721307,125.4727447,1
381.122822,296.7665014,2
487.7660742,265.8331814,3
244.5190503,57.97490875,1
509.2120427,149.9030838,3
230.8771797,196.105818,1
111.4977043,313.5078698,0
240.9355184,127.4749046,1
251.3655418,126.7895809,1
464.1700045,111.5546899,3
69.06251061,125.6666628,0
106.3917835,212.4828784,0
253.8461606,107.4906161,1
251.3642545,145.119248,1
332.3366137,389.3943311,2
348.4164323,458.8967274,2
482.8080515,206.0958499,3
388.2749756,296.9540858,2
85.02039301,110.0878424,0
70.23465343,237.5232916,0
